"title","year","length","rating","genre"
"Abbronzatissimi","1991","96","5","Comedy"
"Abbuzze! Der Badesalz Film","1996","95","5.8","Comedy"
"Abdication, The","1974","103","5.7","Drama"
"Abducted","1986","87","4.9","Drama"
"Abducted","1994","2","3.2","Animation"
"Abducted II: The Reunion","1994","92","3.1","Action"
"Abduction","1975","95","4.4","Drama"
"Abduction Club, The","2002","96","6.2","Comedy"
"Abduction of Figaro","1984","144","9.1","Comedy"
"Abductors, The","1972","91","4","Action"
"Abdulla the Great","1955","103","4.5","Comedy"
"Abdulladzhan, ili posvyashchaetsya Stivenu Spilbergu","1991","89","5.9","Comedy"
"Abe Lincoln in Illinois","1940","110","7.6","Drama"
"Abe's Manhood","2000","15","5","Short"
"Abel","1986","100","7.9","Comedy"
"Abel Ferrara: Not Guilty","2003","85","6.5","Documentary"
"Abel Raises Cain","2005","82","7.8","Documentary"
"Abenteuer des Grafen Bobby, Die","1961","90","3","Comedy"
"Abenteuer des Prinzen Achmed, Die","1926","66","8.4","Animation"
"Abenteuer des Werner Holt, Die","1965","158","8.3","Drama"
"Aberdeen","2000","106","7.3","Drama"
"Abfahrer, Die","1978","97","4.6","Comedy"
"Abgefahren","2004","86","4.5","Action"
"Abgeschminkt!","1993","55","6.7","Comedy"
"Abhijaan","1962","150","6.3","Drama"
"Abie's Irish Rose","1946","96","3.2","Comedy"
"Abilene","1999","104","4.9","Drama"
"Abjad","2003","109","6.6","Drama"
"Ablaze","2001","97","3.6","Action"
"Able Edwards","2004","87","6.2",""
"Able's House Is Green, The","2003","13","9.4","Drama"
"Abominable Snow Rabbit, The","1961","7","6.9","Animation"
"Abot kamay ang pangarap","1996","100","8.4","Drama"
"Abouna","2002","84","6.5","Drama"
"About Adam","2000","105","6.4","Comedy"
"About Face","1952","94","5","Comedy"
"About Last Night...","1986","113","5.9","Comedy"
"About Mrs. Leslie","1954","104","6.5","Drama"
"About Schmidt","2002","125","7.3","Comedy"
"About a Boy","2002","101","7.5","Comedy"
"About a Girl","2001","9","7.6","Short"
"Above Freezing","1998","85","5","Drama"
"Above Suspicion","1943","90","6.6","Drama"
"Above Suspicion","1995","95","6.4","Drama"
"Above Suspicion","2000","92","5.8","Drama"
"Above Us the Waves","1955","","6.7","Drama"
"Above and Beyond","1952","122","6.6","Action"
"Above and Beyond","2001","91","4.3","Drama"
"Above the Dust Level","1999","9","6.5","Comedy"
"Above the Law","1988","93","5.2","Action"
"Above the Rim","1994","96","5.8","Drama"
"Abrafaxe - Unter schwarzer Flagge, Die","2001","81","6.3","Animation"
"Abraham Lincoln","1930","97","5.6","Drama"
"Abrahams Gold","1990","95","9","Drama"
"Abraxas, Guardian of the Universe","1991","90","3.3","Action"
"Abrazo partido, El","2004","100","7.4","Comedy"
"Abre los ojos","1997","117","7.8","Drama"
"Abroad with Two Yanks","1944","80","5.8","Comedy"
"Abschied von gestern - (Anita G.)","1966","88","7.8","Comedy"
"Absence of Malice","1981","116","6.8","Drama"
"Absent Minded Professor, The","1961","97","6.5","Comedy"
"Absent Without Leave","1992","95","5.3","Drama"
"Absent-Minded Waiter, The","1977","7","7.6","Comedy"
"Absolon","2003","96","4.1","Action"
"Absolument fabuleux","2001","105","4.9","Comedy"
"Absolut Warhola","2001","80","6.3","Documentary"
"Absolutamente Certo","1957","95","6.1","Comedy"
"Absolute Force","1997","91","6.2","Action"
"Absolute Giganten","1999","72","7.6","Action"
"Absolute Power","1997","121","6.4","Drama"
"Absolute Quiet","1936","70","5.5","Drama"
"Absolutely Positive","1991","87","7.8","Documentary"
"Absolution","2001","23","1.6","Short"
"Absolution of Anthony, The","1997","13","5.4","Comedy"
"Abu el Banat","1973","88","8","Drama"
"Abuelitos","1999","15","5.3","Drama"
"Abuelo Cheno y otras historias, El","1994","30","4.5","Documentary"
"Abuelo Made in Spain","1969","90","3.9","Comedy"
"Abuelo tiene un plan, El","1973","90","3.5","Comedy"
"Abuelo, El","1998","147","7.7","Drama"
"Abus de confiance","1938","88","6.1","Drama"
"Abuse","1983","94","6.8","Drama"
"Abusement Park","1947","7","5.2","Animation"
"Abuzer Kadayif","2000","104","5.7","Comedy"
"Abwab al Moghlaka, Al","1999","107","6.1","Drama"
"Abxang","2003","102","7.2","Documentary"
"Abyss, The","1989","171","7.4","Action"
"Acadie, l'Acadie, L'","1971","75","6","Documentary"
"Acapulco, prima spiaggia... a sinistra","1983","88","4.7","Comedy"
"Accadde al commissariato","1954","105","6.2","Comedy"
"Accadde al penitenziario","1955","95","6.1","Drama"
"Accattone","1961","120","7.6","Drama"
"Accent on Youth","1935","77","5.1","Comedy"
"Accident","1967","105","7.1","Drama"
"Accidental Tourist, The","1988","121","6.7","Drama"
"Accidents","2000","15","6.6","Short"
"Accidents Will Happen","1938","62","4.6","Drama"
"Accompagnatrice, L'","1992","111","6.9","Drama"
"According to Spencer","2001","95","4.1","Comedy"
"Accordion Tribe","2004","87","7.4","Documentary"
"Accountant, The","1999","50","6.3","Action"
"Accountant, The","2001","35","7.5","Comedy"
"Accueil de jour, L'","2000","18","8.5","Documentary"
"Accueil familial, vieillir comme chez soi, L'","1996","17","9","Documentary"
"Accused, The","1949","101","6.9","Drama"
"Accused, The","1988","111","7.1","Drama"
"Ace Drummond","1936","255","6.9","Action"
"Ace Eli and Rodger of the Skies","1973","89","5.7","Drama"
"Ace Up My Sleeve","1976","92","4.7","Comedy"
"Ace Ventura: Pet Detective","1994","86","6.2","Comedy"
"Ace Ventura: When Nature Calls","1995","90","4.9","Comedy"
"Ace in the Hole","1951","111","7.9","Drama"
"Ace of Aces","1933","76","5.8","Drama"
"Ace of Hearts, The","","75","6.7","Drama"
"Aces High","1976","114","6.2","Action"
"Aces: Iron Eagle III","1992","98","3.2","Action"
"Ach Egon!","1961","90","4.9","Comedy"
"Ach Shel Driks, Ha-","1994","50","7.3","Drama"
"Ach du lieber Harry","1981","85","5.1","Comedy"
"Ach jodel mir noch einen","1974","73","4","Comedy"
"Ache in Every Stake, An","1941","18","8.1","Comedy"
"Achilles","1996","11","8","Short"
"Achilles' Love","2000","90","4.4","Comedy"
"Achtung! Banditi!","1951","90","5.1","Drama"
"Achtung, fertig, Charlie!","2003","92","4.9","Comedy"
"Acid Eaters, The","1968","65","3.3","Drama"
"Acid House, The","1998","111","5.8","Drama"
"Acne","2005","72","7.1","Comedy"
"Acordar","2001","20","7.6","Short"
"Acquaria","2003","103","3.9","Drama"
"Acquasanta Joe","1971","94","4.8","Action"
"Acrobatty Bunny","1946","8","7.2","Animation"
"Acropol","1995","125","6.7","Drama"
"Across 110th Street","1972","102","6.6","Drama"
"Across This Land with Stompin' Tom Connors","1973","90","7.3","Documentary"
"Across the Atlantic","2003","54","7.3","Documentary"
"Across the Bridge","1957","103","6.9","Drama"
"Across the Line","2000","99","5.6","Drama"
"Across the Moon","1995","88","4.3","Comedy"
"Across the Pacific","1942","97","6.6","Romance"
"Across the Sea of Time","1995","51","6.3","Drama"
"Across the Tracks","1991","100","5.4","Drama"
"Across to Singapore","1928","86","6.4","Drama"
"Act One","1963","110","5.4","Drama"
"Act Your Age","1949","13","2.5","Drama"
"Act of Murder, An","1948","91","7.4","Drama"
"Act of Piracy","1988","101","4.2","Action"
"Act of Seeing with One's Own Eyes, The","1971","32","6.9","Documentary"
"Act of Violence","1948","82","7.4","Drama"
"Act of War","1998","94","3.5","Action"
"Act of the Heart","1970","103","5.9","Drama"
"Act, The","2005","8","8.2","Short"
"Acta General de Chile","1986","240","7.3","Documentary"
"Actas de Marusia","1976","110","5.7","Drama"
"Acteur, L'","1974","6","6.5","Animation"
"Acteurs, Les","2000","103","5.1","Comedy"
"Action","1980","121","4","Drama"
"Action Jackson","1988","96","4.4","Action"
"Action League Now!!: Rock-A-Big-Baby","1997","5","2.8","Animation"
"Action Nitsch-Journiac","1989","10","5.7","Action"
"Action On the Beach","1964","6","6.6","Documentary"
"Action U.S.A.","1989","89","5","Action"
"Action de corps exclu","1983","15","8.7","Action"
"Action for Slander","1937","83","5.6","Drama"
"Action in Arabia","1944","72","6.2","Drama"
"Action in the North Atlantic","1943","126","6.8","Drama"
"Action of the Tiger","1957","93","4.9","Action"
"Action: The October Crisis of 1970","1974","87","8.6","Documentary"
"Active Stealth","1999","99","3","Action"
"Acto de Primavera","1963","94","5.1","Drama"
"Actor's and Sin","1952","82","5.8","Comedy"
"Actors Anonymous: The Truth Behind the Dream","2003","60","3.2","Documentary"
"Actors, The","2003","91","5.6","Comedy"
"Actress, The","1953","90","6.6","Comedy"
"Acts of Betrayal","1997","90","4.6","Action"
"Acts of Worship","2001","94","6.2","Drama"
"Ad Fundum","1993","98","6.1","Drama"
"Ad and the Ego, The","1997","57","4.4","Documentary"
"Ad ovest di Paperino","1982","102","7.2","Comedy"
"Ada","1961","109","6.6","Drama"
"Ada apa dengan cinta?","2002","112","7.1","Drama"
"Adada","1987","118","7.1","Drama"
"Adagio","2000","7","6.9","Animation"
"Adam","1991","6","6.8","Animation"
"Adam","1997","4","7","Animation"
"Adam & Eva","1997","104","6.6","Comedy"
"Adam & Eva","2003","99","6.6","Comedy"
"Adam & Paul","2004","83","6.8","Comedy"
"Adam Had Four Sons","1941","81","6.2","Drama"
"Adam and Evelyne","1949","70","5.8","Comedy"
"Adam and Evil","1927","70","1.8","Comedy"
"Adam at 6 A.M.","1970","100","5.8","Drama"
"Adam barfi","1995","106","6.1","Comedy"
"Adam's Rib","1949","101","7.6","Comedy"
"Adam's Woman","1970","116","5.8","Drama"
"Adamah","1947","48","9.4","Documentary"
"Adamo ed Eva, la prima storia d'amore","1983","91","2.5","Romance"
"Adamski","1994","89","7.2","Comedy"
"Adamsson i Sverige","1966","79","4.5","Comedy"
"Adaptation.","2002","114","7.9","Comedy"
"Addams Family Values","1993","94","6.1","Comedy"
"Addams Family, The","1991","99","6.4","Comedy"
"Addicted to Love","1997","100","6","Comedy"
"Addiction, The","1995","82","5.8","Drama"
"Adding Machine, The","1969","100","5.6","Comedy"
"Addio ultimo uomo","1978","91","5.9","Documentary"
"Addio zio Tom","1971","103","5.8","Drama"
"Addio, fratello crudele","1971","91","5.2","Drama"
"Addition, L'","1984","85","6","Drama"
"Address Unknown","1944","75","6.2","Drama"
"Adebar","1957","2","7.8","Short"
"Adelbert","1977","32","5.3","Drama"
"Adeus Princesa","1994","93","6.7","Drama"
"Adeus, Pai","1996","85","6.3","Drama"
"Adi Shankaracharya","1983","130","6.6","Drama"
"Adi Vasfiye","1985","90","6.9","Drama"
"Adieu Bonaparte","1985","115","6.4","Drama"
"Adieu Philippine","1962","106","7.7","Drama"
"Adieu l'ami","1968","115","6","Action"
"Adieu, plancher des vaches!","1999","118","6.5","Comedy"
"Adieu, poulet","1975","91","7.2","Drama"
"Adjuster, The","1991","102","6.9","Drama"
"Admirable Crichton, The","1957","94","6.3","Comedy"
"Admiral Cigarette","1897","1","4.4","Documentary"
"Admiral Dewey Leading Land Parade","1899","1","4.1","Documentary"
"Admiral Ushakov","1953","108","5.9","Drama"
"Admiral Was a Lady, The","1950","87","5.4","Comedy"
"Admission Free","1932","7","7.4","Animation"
"Admit One","1999","4","5","Short"
"Adolescente, L'","1979","90","5.6","Drama"
"Adolescentes, Las","1975","105","4","Drama"
"Adolf Armstarke","1937","87","3.9","Comedy"
"Adolf Hitler - My Part in His Downfall","1972","102","5.2","Comedy"
"Adolf Hitler - Wahlpropagandafilm","1938","8","6.6","Short"
"Adolf i toppform","1952","84","4","Comedy"
"Adolf und Marlene","1977","88","6.6","Drama"
"Adolphe","2002","100","5.4","Drama"
"Adorable","1933","88","6.1","Comedy"
"Adorable menteuse","1962","105","6","Comedy"
"Adorables mentiras","1992","108","5.5","Comedy"
"Adoration","1996","16","4.5","Drama"
"Adorenarin doraibu","1999","112","7.3","Comedy"
"Adosados","1996","95","5.7","Drama"
"Adrenalin: Fear the Rush","1996","88","3.5","Action"
"Adrenaline","2000","97","5.8","Action"
"Adrenaline Rush: The Science of Risk","2002","40","8.4","Documentary"
"Adrian","1998","15","4.9","Short"
"Adrian und der Wolf","2000","10","5.3","Short"
"Adua e le compagne","1960","128","7.2","Comedy"
"Adulterio all'italiana","1966","95","5.6","Comedy"
"Advance and Be Mechanized","1967","6","4.7","Animation"
"Advance to the Rear","1964","100","5.8","Comedy"
"Adventure","1945","135","5.4","Comedy"
"Adventure Girl","1934","69","4.7","Drama"
"Adventure in Baltimore","1949","89","5.3","Comedy"
"Adventure in Diamonds","1940","76","6.4","Drama"
"Adventure in Manhattan","1936","73","6.4","Comedy"
"Adventure of Sherlock Holmes' Smarter Brother, The","1975","91","5.9","Comedy"
"Adventure of the Wrong Santa Claus, The","1914","14","6.1","Drama"
"Adventurers, The","1970","171","4.3","Drama"
"Adventures in Babysitting","1987","102","6.3","Comedy"
"Adventures in South America","1945","10","6.1","Documentary"
"Adventures in Wild California","2000","41","7.2","Documentary"
"Adventures of Baron Munchausen, The","1988","125","6.8","Comedy"
"Adventures of Barry McKenzie, The","1972","114","5.2","Comedy"
"Adventures of Billy, The","1911","18","5.2","Drama"
"Adventures of Bob & Doug McKenzie: Strange Brew, The","1983","90","6.6","Comedy"
"Adventures of Buckaroo Banzai Across the 8th Dimension, The","1984","103","6.1","Comedy"
"Adventures of Bullwhip Griffin, The","1967","108","6.6","Comedy"
"Adventures of Dollie, The","1908","12","5.1","Action"
"Adventures of Don Juan","1948","110","6.7","Romance"
"Adventures of Elmo in Grouchland, The","1999","89","5.5","Comedy"
"Adventures of Ford Fairlane, The","1990","104","5.2","Action"
"Adventures of Gallant Bess","1948","71","5.9","Drama"
"Adventures of Gerard, The","1970","92","4.1","Comedy"
"Adventures of Handyman, The","2000","5","7.2","Comedy"
"Adventures of Huck Finn, The","1993","108","5.9","Drama"
"Adventures of Huckleberry Finn, The","1939","91","7.1","Drama"
"Adventures of Huckleberry Finn, The","1960","107","6.1","Drama"
"Adventures of Ichabod and Mr. Toad, The","1949","68","7.3","Animation"
"Adventures of Jane Arden, The","1939","58","5.7","Drama"
"Adventures of Lucky Pierre, The","1961","70","1.9","Comedy"
"Adventures of Mark Twain, The","1944","130","6.8","Drama"
"Adventures of Mark Twain, The","1986","86","7.1","Animation"
"Adventures of Pluto Nash, The","2002","95","3.9","Action"
"Adventures of Popeye","1935","9","5.6","Animation"
"Adventures of Priscilla, Queen of the Desert, The","1994","104","7.2","Comedy"
"Adventures of Quentin Durward, The","1955","100","6",""
"Adventures of Ragtime, The","1998","96","2.8","Comedy"
"Adventures of Rex and Rinty, The","1935","229","4.6","Action"
"Adventures of Robin Hood, The","1938","102","8.2","Action"
"Adventures of Rocky & Bullwinkle, The","2000","88","4.3","Animation"
"Adventures of Sebastian Cole, The","1998","99","6.5","Comedy"
"Adventures of Smilin' Jack","1943","265","8.2","Action"
"Adventures of a Plumber's Mate","1978","88","3.3","Comedy"
"Adventures of a Private Eye","1977","96","3.6","Comedy"
"Adventures of a Rookie, The","1943","64","5.4","Comedy"
"Adventures of a Taxi Driver","1976","89","3.6","Comedy"
"Adventures of the American Rabbit, The","1986","87","6","Animation"
"Adventures of the Road-Runner","1962","26","8","Animation"
"Adventures of the Wilderness Family, The","1975","100","5.9","Drama"
"Adventurous Blonde, The","1937","61","6.7","Comedy"
"Adversaire, L'","2002","129","6.7","Drama"
"Advice From a Caterpillar","1999","90","5.4","Comedy"
"Advice and Dissent","2002","21","8.2","Comedy"
"Advice to the Lovelorn","1933","62","5.5","Comedy"
"Advise and Consent","1962","142","7.7","Drama"
"Advocaat van de Hanen","1996","109","5.8","Drama"
"Adwa","1999","90","8.8","Documentary"
"Aeg maha","1984","9","7.6","Animation"
"Aelan","1989","105","3.2","Action"
"Aerial Gunner","1943","78","5.9","Drama"
"Aeroplane Flight and Wreck (Piloted by M. Cody)","1910","4","5.6","Documentary"
"Aetbaar","2004","152","5.1","Drama"
"Affair in Trinidad","1952","98","6.2","Drama"
"Affair of the Necklace, The","2001","118","6","Drama"
"Affair play","1995","95","5.9","Romance"
"Affair to Remember, An","1957","119","7.2","Drama"
"Affair with a Stranger","1953","87","5.8","Comedy"
"Affaire Blum","1948","109","7.2","Drama"
"Affaire Bronswik, L'","1978","24","7.8","Comedy"
"Affaire Dominici, L'","1973","105","6.5","Drama"
"Affaire Maurizius, L'","1954","110","7.5","Drama"
"Affaire des poisons, L'","1955","103","6.1","Drama"
"Affaire du courrier de Lyon, L'","1937","102","7.1","Drama"
"Affaire, L'","1994","96","3","Drama"
"Affaires publiques, Les","1934","25","6.8","Comedy"
"Affairs of Anatol, The","1921","117","6.7","Comedy"
"Affairs of Annabel, The","1938","68","5.9","Comedy"
"Affairs of Cappy Ricks, The","1937","56","5.7","Comedy"
"Affairs of Cellini, The","1934","80","5.8","Comedy"
"Affairs of Dobie Gillis, The","1953","72","5.9","Comedy"
"Affairs of Martha, The","1942","66","6.5","Comedy"
"Affairs of Susan, The","1945","110","6.4","Comedy"
"Affairs with Bears","2002","27","8.3","Documentary"
"Affectionately Yours","1941","88","5.7","Comedy"
"Affengeil","1990","87","6.7","Documentary"
"Affiches en goguette, Les","1904","3","6.5","Comedy"
"Affittacamere, L'","1976","100","3.5","Comedy"
"Affittasi appartamento","2002","10","9.4","Short"
"Affliction","1996","45","5.5","Documentary"
"Affliction","1997","114","6.9","Drama"
"Afganistan - The last war bus (L'ultimo bus di guerra)","1989","90","2.9","Action"
"Afghan Stories","2002","60","7.3","Documentary"
"Afgrund af frihed, En","1989","90","5.7","Drama"
"Afgrunden","1910","38","6","Short"
"Afmagt","1998","50","5.2","Drama"
"Afonya","1975","92","7.6","Comedy"
"Afraid of Everything","2004","80","7.1","Drama"
"Afraid of the Dark","1991","91","5.2","Drama"
"Afraid to Dance","1988","87","3.7","Romance"
"Africa Screams","1949","82","5.4","Comedy"
"Africa Speaks","1930","75","6.1","Documentary"
"Africa Speaks -- English","1933","11","6.8","Comedy"
"Africa addio","1966","83","6.3","Documentary"
"Africa ama","1971","110","6.6","Documentary"
"Africa dolce e selvaggia","1982","96","3.3","Documentary"
"Africa's Elephant Kingdom","1998","40","7.6","Documentary"
"Africa: The Serengeti","1994","39","7.3","Documentary"
"Africain, L'","1983","101","6.2","Comedy"
"African Diary","1945","6","6.4","Animation"
"African Lion, The","1955","75","7.1","Documentary"
"African Queen, The","1951","105","8.1","Comedy"
"African-American Idol: The Search for the Next Black Leader","2003","17","2","Comedy"
"Africana, L'","1990","105","7.2","Drama"
"Afrika","2002","112","5","Action"
"Afrique, je te plumerai","1993","88","6","Documentary"
"Afrit merati","1968","100","6","Comedy"
"Afrita hanem","1947","97","4.7","Comedy"
"Afro Deutsch","2002","13","7.1","Short"
"Afrodite, dea dell'amore","1958","86","5","Drama"
"Afropunk: The 'Rock n Roll Nigger' Experience","2003","66","7.4","Documentary"
"Afsane-ye-ah","1991","105","5.2","Drama"
"Afsaneh-e eshgh","2000","87","6.9","Drama"
"Afsporet","1942","102","8.1","Drama"
"Afsporet","2000","37","5.9","Drama"
"Afta","2000","24","7.3","Drama"
"Aftenland","2003","27","5.2","Drama"
"After","1990","45","6.3","Drama"
"After Alice","1999","100","5.3","Drama"
"After Dark, My Sweet","1990","114","6.3","Drama"
"After Darkness","1985","104","4.7","Drama"
"After Grad with Dad","1980","25","7.1","Short"
